Elemento,Descripcion,Link,Banco
COCHA,"Beneficio
Canjea tus Itaú puntos y aprovecha hasta un 40% de descuento en hoteles y paquetes seleccionados.
Paga la diferencia con tarjeta de crédito Itaú en 10 cuotas sin interés a través del sitio web
Descripción
La excelencia en el servicio de COCHA te ofrece las mejores alternativas de atención presencial, on line y telefónica.
COCHA entrega atención las 24 horas y los 365 días del año.
Puedes pagar el total de tu viaje con Itaú puntos, o canjear una parte y la diferencia con tarjeta de crédito Itaú
Elige el viaje de tus sueños y COCHA lo hace realidad
Restricciones
Descuento  desde el 01 enero al 31 diciembre 2025 o hasta agotar stock. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. El descuento ya está incluido en la tarifa",https://itaubeneficios.cl/viajes/cocha/,Banco Itau
Parapente Alas del Desierto,"Beneficio
Obtén 25% de descuento para compras presencial y en el sitio web.
Para acceder al beneficio presencial mencionando que pagas con tus tarjetas de crédito y débito Itaú.
Para acceder al beneficio online ingresando como código de descuento los 6 primeros dígitos de tus tarjetas de crédito y débito Itaú al finalizar la compra.
Descripción
Parapente Alas del Desierto es un tour operador de turismo aventura, realizamos vuelos recreacionales en la ciudad de Antofagasta en la zona de despegues de rinconada de Antofagasta.
Principalmente nos encontramos en la ruta B-440, Km5 camino a Juan López (Rinconada de Antofagasta)
Nuestros horarios son de 11:00 am a 18:00 hrs. previa reserva de vuelos
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Beneficio válido para vuelos en la zona de despegues de rinconada, monumento nacional la portada. Ruta B-440, km 5. Válido para compras presencial y en el sitio web https://alasdeldesierto.cl/product/vuelorinconada/.",https://itaubeneficios.cl/tiempo-libre/parapente-alas-del-desierto/,Banco Itau
Dino Adventure,"Beneficio
20% de descuento en entradas a través del sitio web
Ingresa los 6 primeros dígitos de las tarjetas de crédito y débito Itaú antes de pagar.
Horarios: Lunes a Domingo 11:00 a 20:00 horas. Último ingreso a las 19:00 horas.
Descripción
¡Dino Adventure llega a Centro X en Santiago! Este verano, vive una experiencia única con Dinosaurios a escala real y tecnología de última generación. ¡Una aventura jurásica para toda la familia que no te puedes perder! A partir del 17 de enero.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Descuentos
no acumulables con otras ofertas o promociones.",https://itaubeneficios.cl/tiempo-libre/dino-adventure/,Banco Itau
Eco productos,"Beneficio
Obtén 15% de descuento en el total de la compra en su tienda online. Para acceder a este beneficio debes ingresar el código BENEFICIOITAU en la casilla de cupones. Beneficio exclusivo pagando con tus tarjetas de crédito o débito Itaú.
Descripción
Son una empresa dedicada a la venta de productos ecológicos, que cuidan tu salud y el medio ambiente. ¡Tus consultas y dudas son bienvenidas!
Restricciones
No acumulable con otras promociones o descuentos. Descuento no aplica en costos de envíos. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Descuentos no acumulables con otras promociones.",https://itaubeneficios.cl/sin-categoria/eco-productos/,Banco Itau
Quaranta Matic,"Beneficio
Obtén 40% de descuento en toda la compra a través de la tienda online. Para acceder a este beneficio debes ingresar el código ITAU40 en la sección de cupones. Beneficio exclusivo pagando con tarjeta de crédito o débito Itaú.
Descripción
Quaranta es una empresa especialista en la confección de camisas de vestir con telas premium 100% algodón. Después de 10 años de especialización en telas, han lanzado el primer detergente en Chile, producido por especialistas en confección, llamado Quaranta Matic en formato de 3 lts. La comercialización de este detergente es totalmente online mediante su web.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye RappiCard By Itaú. No acumulable con otras promociones o descuentos.
Descuento no aplica en costos de envíos.",https://itaubeneficios.cl/hogar/quaranta-matic/,Banco Itau
Thomas,"Beneficio
Obtén 20% de descuento en todas las categorías excepto línea blanca y menaje a través del sitio web.  Para acceder a este beneficio debes ingresar como código de descuento BENEFICIOITAU en la sección de cupones.
Descripción
E-commerce https://thomas.cl
Restricciones
Descuento no acumulable con otras promociones y/o descuentos. No incluye despacho. Promoción no incluye categorías de menaje y línea blanca. Descuento no aplica en envíos. Despacho solo dentro de Chile. Beneficio exclusivo solo a través de la página web https://www.thomas.cl/.
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú.",https://itaubeneficios.cl/hogar/thomas/,Banco Itau
Essence Emporium,"Beneficio
20% de descuento en total de la compra en tienda online. Para acceder a este beneficio debes ingresar el código BENEFICIOITAU en la sección de cupones. Beneficio exclusivo pagando con tarjeta de crédito o débito Itaú.
Despacho a todo Chile en 24 hrs, dentro de Santiago gratis, fuera y regiones por pagar destino.
Descripción
Del talento de nuestros diseñadores, de la mejor materia prima, de nuestra pasión por la excelencia, nace cada producto Essence Emporium.
Diseñamos, mandamos a fabricar a los principales centros productos mundiales de ropa de cama calidad premium, bajo nuestras estrictas normas de calidad, las vendemos directamente al consumidor final vía electrónica, no tenemos tiendas físicas,  lo que produce una gran economía que le traspasamos al cliente vía precios, es así que vendemos ropa de cama calidad premium, a precios muy por debajo de la competencia en calidades similares.
Restricciones
No acumulable con otras promociones o descuentos. Descuento no aplica en costos de envíos. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American  Express, Mastercard Business y VISA Business. Excluye RappiCard By Itaú",https://itaubeneficios.cl/hogar/essence-emporium/,Banco Itau
VGO,"Beneficio
Obtén 20% de descuento a través de todo el sitio web .Para acceder al beneficio ingresando como código de descuento los 6 primeros dígitos de tus tarjeta de crédito y débito Itaú.
Descripción
VGO es un grupo de entusiastas dedicados a satisfacer las necesidades locales, dentro del rubro de la fotografía y la decoración, estando siempre a la vanguardia de los últimos diseños. Nuestra pasión por el rubro lleva más de 25 años, tratando de estar presentes en todos los hogares.
Conozca nuestra amplia gama de productos y quedara gratamente sorprendido por su encanto.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Descuento no incluye despacho.
Ecluye RappiCard By Itaú.",https://itaubeneficios.cl/hogar/vgo/,Banco Itau
Twoclean,"Beneficio
Obtén un 20% de descuento Y Pick up Key sin costo, al agendar una sesión de limpieza “Shock”, Periodicidad de sesiones “Una Vez”, En todas nuestras configuraciones de dormitorios y baños. Exclusivamente para clientes hipotecarios Itaú.
Obtén 15% de descuento para en todos nuestros planes “shock” y pick Key sin costo al pagar con tarjetas Itaú.
Cómo acceder al beneficio: se podrá hacer efectivo el beneficio accediendo a nuestra web y seleccionando la cantidad total de dormitorios y baños. Al momento de ingresar los datos básicos, debes ingresar el código de descuento de los 6 primeros de las tarjetas Itaú en la parte superior de la pantalla y el descuento será automático.
Cobertura: promoción válida para las comunas de: Las Condes, Vitacura, Lo Barnechea, Providencia, Ñuñoa, La Reina y Colina.
Descripción
En Twoclean nos especializamos en la limpieza de exclusivas casas e inmuebles en general. Con un proceso de contratación, fácil, rápido y agenda 100% online. Nuestros equipos altamente capacitados, utilizan los mejores productos y tecnología del mercado para garantizar que su hogar quede impecable y en solo 4 horas aproximadamente.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. No acumulable con otras promociones. Promoción válida para las comunas de: Las Condes, Vitacura, Lo Barnechea, Providencia, Ñuñoa, La Reina y Colina.",https://itaubeneficios.cl/hogar/twoclean/,Banco Itau
Casa Check,"Beneficio
Obtén 30% de descuento sobre el valor neto de la inspección en planes Inventario Certificado, IP Esencial, IP Clásica e IP Premium. Descuento se aplica indicando que pagas con tu tarjeta de crédito o débito Itaú al momento de aceptar cotización desde la página www.casacheck.com (En la cual deberán dejar sus datos al asistente virtual)
Trabajamos en Santiago con disponibilidad inmediata
Disponibilidad con 48 hrs anticipación para regiones:
IV (la Serena, Coquimbo y Ovalle)
V (Valparaiso, Viña del Mar y San Antonio),
VI (Rancagua)
VIII (Concepción).
Se agrega tarifa por traslado entre regiones
Disponibilidad con 72 hrs, para el resto de Chile. Se agrega tarifa por traslado entre regiones
Descripción
Servicios de inspección para viviendas nuevas y usadas (casas, departamentos y locales comerciales). Para que recibas tu casa sin sorpresas, revisamos todos los elementos constructivos y artefactos eléctricos, sanitarios, calefacción y gas.
Coimbra N°110 oficina 702, Las Condes, Región Metropolitana
Horarios de atención: Lunes a viernes, de 09:00 a 18:00 horas
Restricciones
Válido para planes Inventario Certificado, IP Esencial, IP Clásica e IP Premium.Tarifa mínima del servicio de $83.000 (IVA incluido), independiente de la superficie construida. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. No acumulable con otras promociones y clientes vigentes. El presente beneficio no será acumulable a ninguna otra oferta, promoción o descuento, ni otros convenios especiales que puedan ser invocados por los interesados. Descuento exclusivo a partir del 01 de Enero al 31 de diciembre del 2025.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Itaú Corpbanca intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información.
Infórmese sobre la garantía estatal de los depósitos en su banco o en www.cmfchile.cl.
Excluye RappiCard By Itaú.",https://itaubeneficios.cl/hogar/casa-check/,Banco Itau
Cosar,"Beneficio
Obtén 20% de descuento en toda la tienda online. Para acceder a este beneficio debes ingresar los 6 primeros dígitos de la tarjeta Itaú en la sección de cupones de descuento.
Descripción
Cosar Hogar cuenta con los mejores productos para la cocina, sartenes de hierro fundido Old Mountain, Cuchillos Hampton Forge, Parrillas a Gas Dyna-glo y mucho mas. Cosar Editores tiene representación de las mejores Editoriales.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye Rappi Card By Itaú. Descuentos no acumulables con otras promociones. Descuento no aplica en costos de despacho.",https://itaubeneficios.cl/hogar/cosar/,Banco Itau
Viña Undurraga,"Beneficio
55% de descuento todos los viernes través de la tienda online .Para hacer válido este beneficio, debes ingresar como cupón de descuento los primeros 6 dígitos de tus tarjetas de crédito o débito Itaú.
Descuento se realizará automáticamente al momento de pagar y es de exclusiva responsabilidad del comercio. Aplica sobre precio original.
Descripción
Visítenos y descubra la centenaria trayectoria de nuestra viña, descifrando a través de una copa, los enigmas, sabores, aromas e historia inmersa dentro de los campos.
Restricciones
Revisar opciones y costos de despacho en la web. Excluye categoría packs y undubar. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye RappiCard By Itaú e ITU.
No acumulable con otras promociones u ofertas. Descuento no aplica en costo de despacho. Descuento se realizará automáticamente al momento de pagar y es de exclusiva responsabilidad del comercio. Aplica sobre precio original",https://itaubeneficios.cl/de-compras/vina-undurraga-4/,Banco Itau
Cava Morandé,"Beneficio
50% de descuento todos los días miércoles, a través del  sitio web. Para acceder al beneficio debes ingresar como código de descuento los 6 primeros dígitos de tu tarjeta de crédito Legend, Black y Signature Itaú, antes de finalizar la compra.
Descripción
Tienda Online de MORANDE WINE GROUP que reúne marcas de vinos consolidadas como Morandé, 7 Colores Vistamar, Mancura, y la bodega argentina Zorzal.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO LEGEND, BLACK y SIGNATURE ITAÚ.  EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. excluye tarjetas de débito Condell ,tarjetas de crédito  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itaú e Itu. No aplica sobre oferta, No aplica en House, Blanc de noir y Zorzal. No acumulable con otras promociones.",https://itaubeneficios.cl/de-compras/cava-morande-3/,Banco Itau
Totto Chile,"Beneficio
20% de descuento en el total de tu compra (en los productos con precio full), ingresando a al sitio web. Para hacer válido este beneficio, debes ingresar como cupón de pago TOTTOITAU y pagar con tus tarjetas de crédito y débito de Banco Itaú
Descripción
Totto es una multinacional de moda líder en Latinoamérica que ofrece la más sofisticada variedad y tecnología en mochilas, maletas, bolsos, ropa y accesorios.
Los diseños de sus productos están pensados para adaptarse y satisfacer las necesidades de nuestros clientes de forma original, cómoda y versátil, garantizando estándares de excelente calidad, proyectando un balance entre lo estético, lo práctico y lo funcional para lograr una imagen fresca, casual y dinámica lo que nos convierte en la marca de estilo de vida, preferida por el viajero urbano del mundo.
Cuenta con tiendas en Santiago, en los Mall Costanera Center, Florida Center, Portal Ñuñoa, Plaza Oeste, La Fábrica Patio Outlet y Easton Outlet de Quilicura
Restricciones
No acumulable con otras promociones ni ofertas. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO MAESTRO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. No acumulable con otras promociones ni ofertas.
Excluye RappiCard By Itaú.",https://itaubeneficios.cl/de-compras/totto-chile-3/,Banco Itau
Joyfitters,"Beneficio
20% de descuento en compras a través del sitio web. Para acceder al beneficio ingresando como código de descuento ITAUJOY20 y paga con tus tarjetas de crédito o débito del Banco Itaú al finalizar la compra.
10% adicional sobre productos con descuentos en compras a través del sitio web. Para acceder al beneficio ingresando como código de descuento ITAUJOY10 y paga con tus tarjetas de crédito o débito del Banco Itaú al finalizar la compra.
    Descripción
Slow Fashion Brand Producción Latam por y para mujeres Existimos para empoderar tu amor propio e inspirarte a disfrutar una vida activa con estilo. 20% OFF sobre precio normal en Joy Fitters.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Descuento válido solo en el sitio web https://joyfitters.com/.",https://itaubeneficios.cl/de-compras/joyfitters-2/,Banco Itau
Mapa Viajero,"Beneficio
20% de descuento en compras en Tienda Online www.mapaviajero.cl. Para acceder al beneficio debes ingresar como código de descuento MAPITAU20 antes de finalizar la compra.
Descripción
ELIGE TU MAPA PINEABLE FAVORITO.  Mapa viajero está hecho para toda persona que le guste viajar y recorrer el mundo.
Con estos mapas es mas fácil recordar tus aventuras y manifestar tu próximo viaje!
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Descuento no aplica en costos de envío.  No acumulable con otras promociones. ",https://itaubeneficios.cl/de-compras/mapa-viajero/,Banco Itau
Bonoboss,"Beneficio
20% de descuento en el total de la compra en tienda online. Para acceder al beneficio ingresa como código de descuento los 6 primeros dígitos de tus tarjetas de crédito y débito Itaú antes de finalizar la compra.
Descripción
Bonoboss es una marca nacional chilena creada por jóvenes emprendedores con una visión sustentable del mundo y la forma de diseñar y fabricar accesorios. Sus accesorios están ayudando a reforestar el mundo en lugares de pobreza extrema, aportando al desarrollo de familias y nuevas comunidades sustentables.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Excluye RappiCard By Itaú. No acumulable con otras promociones. Descuento no aplica en costos de envíos. No aplica descuento sobre el precio de otros cristales ópticos.",https://itaubeneficios.cl/de-compras/bonoboss/,Banco Itau
Viña Ventisquero,"Beneficio
50% de descuento todos los lunes a través del sitio web. Para hacer válido este beneficio, debes ingresar como cupón de  descuento los 6 primeros dígitos de tus tarjetas  de Crédito Legend de Banco Itaú.
Cobertura a nivel nacional. Despacho sin costo en región metropolitana, despacho sin costo en la quinta región excluyendo la zona quinta norte, Cabildo, La Ligua hasta Quintero y las comunas de Los Andes, San Felipe, Calle Larga.
Despacho sin costo en la sexta región excluyendo las comunas de San Fernando Santa Cruz y Pichilemu. Se excluye del descuento el producto Obliqua, que es parte de un producto con producción limitada.
Descripción
Tienda virtual viña ventisquero ventisqueronline.com En esta tienda se encuentra a disposición de los clientes nuestros productos desde las líneas reserva hasta los vinos íconos. Al ser ecommerce su funcionamiento es durante los 7 días y 24 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO  LEGEND  ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature,  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). Se excluye del descuento el producto Obliqua, que es parte de un producto con producción limitada. Despacho sin costo en la quinta región EXCLUYE la zona quinta norte, Cabildo, La Ligua hasta Quintero y las comunas de Los Andes, San Felipe, Calle Larga. Despacho sin costo en la sexta región EXCLUYE las comunas de San Fernando Santa Cruz y Pichilemu.",https://itaubeneficios.cl/de-compras/vina-ventisquero-2/,Banco Itau
Mountain House,"Beneficio
15% de descuento todos los lunes en el sitio web. Ingresa como código de descuento BANCOITAUMH Para acceder a este beneficio debes pagar con tus tarjetas de crédito y débito Itaú al finalizar tu compra.
Descripción
Tienda magallanica pionera en el mundo outdoor, desde 1979.
Lunes a sabado de 10 a 13 y de 15 a 19.30 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú.",https://itaubeneficios.cl/de-compras/mountain-house/,Banco Itau
Mercado Libre,"Beneficio
20% de descuento todos los lunes en Categoría Supermercado con tope $10.000. Compra mínima $29.990. Descuento automático en el check out, pagando con tarjetas Mastercard.
Cada tarjetahabiente podrá ingresar el cupón 1 sola vez cada lunes.
Descripción
Descuento todos los lunes en Categoría Supermercado.
Restricciones
El descuento aplica solo en Categoría Supermercado. Compra mínima $29.990. Solo 1 cupón cada lunes por cliente. Tope de descuento diario de $3.000.000.",https://itaubeneficios.cl/de-compras/mercado-libre-3/,Banco Itau
Importclick,"Beneficio
20% de descuento adicional, acumulable con otros descuentos en el total de la compra a través del sitio web. Para acceder al beneficio, debes ingresar  como código de descuento BENEFICIOITAU antes de  finalizar tu compra.
Descripción
Importclick es una empresa de venta y distribución de más de 400 productos, clasificados entre más de 12 categorías, entre las cuales podemos destacar Salud y Belleza, Aire Libre, Automóvil, Bamboo, Infantil, Mascotas, Hogar, Gamer, Audio, Deportes, Tecnología, etc. Nuestra gama de categorías y productos está en constante aumento, y nos dedicamos a asegurar que todo el proceso de venta y distribución sea cada vez óptimo y confiable para nuestros clientes. Nuestro día a día es trabajar desde que el producto llega a nuestro catálogo, hasta que termina en tus manos, puedes asegurarte de que Importclick estará observando cada paso minuciosamente para entregarte confianza y satisfacción en todo el proceso de tu compra. Lunes a Viernes de 09:00 18:00 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. Acumulable con otros descuentos ya existentes en la web. Descuento no aplica en el costo de despacho.",https://itaubeneficios.cl/de-compras/importclick/,Banco Itau
Leonidas Chocolate,"Beneficio
20% de descuento los lunes, martes y miércoles presencial y online, descuento aplica ingresando los 6 primeros dígitos de las tarjetas de crédito y débito Itaú
Descripción
La calidad superior es nuestro estándar. Sólo ingredientes nobles Y naturales Tenemos una amplia tradición belga, Desde 1913.
Estamos en más de 32 países, Chile es el país más lejano desde casa Matriz.
Somos proveedores oficiales de los Reyes de Bélgica.
Atendemos de Lunas a Sábado de 10:00 a 19:00, Domingo de 10:00 a 15:00
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No acumulable con otras promociones",https://itaubeneficios.cl/de-compras/leonidas-chocolate/,Banco Itau
Petvet,"Beneficio
15% de descuento a través de la página web  ingresando como código de descuento los primeros 6 dígitos de la tarjeta débito y crédito Banco Itaú.
Descripción
Petvet es una plataforma online especializada en mascotas. Tu partner digital para el cuidado de tu mascota. Ofrecemos desde productos con entrega el mismo día como farmacia, alimentos o accesorios,, hasta servicios a domicilio que incluyen peluquería, veterinario y pet sitter. ¡Con despacho a todo Chile
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No aplica a alimentos secos. No aplica a atención veterinaria a domicilio. No acumulable con otros descuentos y/o promociones. Aplica para pedido mínimo de $10.000 No incluye costo de despacho.",https://itaubeneficios.cl/de-compras/petvet/,Banco Itau
Fundo Sofruco,"Beneficio
30% de descuento en todos los productos en el sitio web. Despacho válido solo para RM. Para acceder al beneficio ingresando como código de descuento para Sofruco FULLSOFRUCO2024 y Viña la Rosa FULLVROSA2024 al finalizar la compra.
Descripción
Fundo Sofruco, son cosechadores de trayectorias gracias a nuestros productos de calidad y 100% naturales, que nos hacen ser pioneros en el área agroindustrial. Contamos con múltiples categorías de productos agrícolas como: frutas frescas, fruta deshidratada, frutos secos, miel de abeja y y jugos 100% naturales. Cada uno de estos productos se encuentran en Peumo, Sexta región, centrándose en ellas una alta variedad de productos saludables.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No acumulable con otras promociones. No aplica descuento en costo de envío. Despacho solo en el Gran Santiago. Descuento exclusivo mediante el sitio web",https://itaubeneficios.cl/de-compras/fundo-sofruco/,Banco Itau
By Turquía,"Beneficio
30% de descuento en compras a través de tienda online. Para acceder al beneficio ingresando los 6 primeros dígitos de tus tarjetas de crédito y de débito maestro Itaú.
Descripción
Tienda on line de joyas de plata 925, enchapadas en oro de 18k y piedras semipreciosas hechas a mano en Turquía.
Oficina abierta de 10:00 a 18:00 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. Descuento no acumulable con otras promociones y/o descuentos. Descuento no incluye el valor del despacho. Excluye RappiCard by Itaú.",https://itaubeneficios.cl/de-compras/by-turquia/,Banco Itau
Viña Ventisquero,"Beneficio
Obtén un 35% de descuento en toda la tienda online .Para hacer válido este beneficio, debes ingresar como cupón de pago BENEFICIOITAU y pagar con tu tarjeta de débito y crédito de Banco ITAU. Cobertura a nivel nacional. Despacho sin costo en región metropolitana, despacho sin costo en la quinta región excluyendo la zona quinta norte, Cabildo, La Ligua hasta Quintero y las comunas de Los Andes, San Felipe, Calle Larga. Despacho sin costo en la sexta región excluyendo las comunas de San Fernando Santa Cruz y Pichilemu. Se excluye del descuento el producto Obliqua, que es parte de un producto con producción limitada.
Descripción
Tienda virtual viña ventisquero ventisqueronline.com En esta tienda se encuentra a disposición de los clientes nuestros productos desde las líneas reserva hasta los vinos íconos. Al ser ecommerce su funcionamiento es durante los 7 días y 24 horas.
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business y VISA Business. excluye RappiCard By Itaú. Se excluye del descuento el producto Obliqua, que es parte de un producto con producción limitada. Despacho sin costo en la quinta región EXCLUYE la zona quinta norte, Cabildo, La Ligua hasta Quintero y las comunas de Los Andes, San Felipe, Calle Larga. Despacho sin costo en la sexta región EXCLUYE las comunas de San Fernando Santa Cruz y Pichilemu.",https://itaubeneficios.cl/de-compras/vina-ventisquero/,Banco Itau
Garrido Joyeros,"Beneficio
Obtén 25% de descuento en el total de compra en tienda física. Para acceder al beneficio mencionando que pagas con tus tarjetas de crédito o débito Itaú.
Descripción
Estamos ubicados en la comuna de Vitacura en el centro comercial pueblo del inglés – nuestro horario es de lunes a viernes de 10:00 a 19:00 horas y sábado de 10:00 a 14:00 horas
Restricciones
EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO O DÉBITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú. No acumulable con otras promociones. Aplica solo en tienda física.",https://itaubeneficios.cl/de-compras/garrido-joyeros/,Banco Itau
